Ticker,Description,Last,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
300403,HANYU GROUP JOINT-,6.61,1.22511485,0.08,Strong Buy,7138192,47183449.12,3937589839,16.16336634,0.404,1854,Producer Manufacturing
300155,GUANGDONG ANJUBAO,6.97,0.43227666,0.03,Strong Buy,7327651,51073727.47,3894920424,44.09148666,0.1574,1313,Electronic Technology
601999,NORTHERN UNITED PUBLISHING & MEDIA （GROUP） COMPANY LIMITED,7,-0.70921986,-0.05,Strong Buy,25586496,179105472,3883948549,30.89395267,0.2282,2334,Consumer Services
600822,SHANGHAI MATERIAL TRADING,9.05,1.34378499,0.12,Strong Buy,2076361,18791067.05,3877512929,20.01344688,0.4462,992,Distribution Services
605567,SPRINGSNOW FOOD GROUP CO LTD,21.299999,10.02065031,1.939998,Strong Buy,19498890,415326337.50111,3872000122,,,3327,Process Industries
002393,TIANJIN LISHENG PH,21.610001,2.07841757,0.440001,Strong Buy,2212823,47819107.242823,3862572080,142.17595702,0.1489,1691,Health Technology
600136,WUHAN DDMC CULTURE,6.7,1.20845921,0.08,Strong Buy,8420102,56414683.4,3860076518,,-1.0736,318,Distribution Services
600824,SHANGHAI YIMIN COMMERCIAL GROUP,3.86,5.46448087,0.2,Strong Buy,15199315,58669355.9,3857739275,16.07378129,0.2277,592,Retail Trade
300493,SHANGHAI FORTUNE T,7.98,-1.23762376,-0.1,Strong Buy,15579967,124328136.66000003,3854717239,65.74450773,0.1229,160,Electronic Technology
300018,WUHAN ZHONGYUAN HU,8.3,3.87984981,0.31,Strong Buy,63183547,524423440.1,3841843918,40.31281534,0.1982,1026,Producer Manufacturing
600551,TIME PUBLISHING & MEDIA,7.97,1.0139417,0.08,Strong Buy,2891302,23043676.94,3821325486,9.7251325,0.8113,2785,Consumer Services
600829,HPGC RENMINTONGTAI PHARMACEUTICAL CORPORATION,6.72,2.28310502,0.15,Strong Buy,7947311,53405929.91999999,3809867872,15.94660194,0.412,3241,Health Technology
000790,CHENGDU HUASUN TEC,6.36,3.24675325,0.2,Strong Buy,47038258,299163320.88,3796780800,83.35588633,0.0739,707,Health Technology
601599,"ZHEWEN PICTURES GROUP CO.,LTD",3.35,2.44648318,0.08,Strong Buy,25044696,83899731.60000001,3794973889,93.42857143,0.035,3013,Process Industries
002642,RONGLIAN GROUP LTD,5.73,-0.52083333,-0.03,Strong Buy,23694842,135771444.66,3794401909,,-1.6437,798,Technology Services
688787,BEIJING HAITIAN RUISHENG SCIENCE TECHNOLOGY LTD.,92.43,4.58248828,4.050003,Strong Buy,994823,91951489.89,3782663815,,,151,Commercial Services
688799,"HUNAN WARRANT PHARMACEUTICAL CO.,LTD",41.169998,2.10812996,0.849998,Strong Buy,1587397,65353131.315206,3782016094,24.01143402,1.6792,802,Health Technology
002037,POLY UNION CHEMICA,8.06,4,0.31,Strong Buy,10079769,81242938.14,3779096115,29.86512524,0.2595,7854,Process Industries
300501,SHANGHAI HAISHUN N,19.700001,1.28534698,0.25,Strong Buy,2036358,40116254.636358,3747470490,29.18667617,0.6664,569,Process Industries
300359,QTONE EDUCATION GR,5.98,1.01351351,0.06,Strong Buy,13173300,78776334,3747380283,108.82352941,0.0544,1686,Technology Services
000919,JINLING PHARMACEUT,7.65,3.09973046,0.23,Strong Buy,15787434,120773870.1,3739680038,43.98340249,0.1687,4728,Health Technology
603811,"ZHEJIANG CHENG YI PHARMACEUTICAL CO.,LTD.",16.23,1.69172932,0.27,Strong Buy,8819076,143133603.48,3731269306,20.67089755,0.7721,690,Health Technology
300231,BEIJING TRUST AND,8.96,0.78740157,0.07,Strong Buy,12602116,112914959.36000001,3724490441,22.3816717,0.4034,1603,Technology Services
300561,SGSG SCIENCE&TECHN,11.3,-0.52816901,-0.06,Strong Buy,4678710,52869423,3724244219,196.20034542,0.0579,285,Technology Services
002083,SUNVIM GROUP CO LT,4.61,1.99115044,0.09,Strong Buy,14102728,65013576.08000001,3722925407,15.14745308,0.2984,13336,Process Industries
002264,NEW HUADU SUPERCEN,5.92,7.05244123,0.39,Strong Buy,26269543,155515694.56,3694934261,45.32786885,0.124,5516,Retail Trade
603967,"CHINA MASTER LOGISTICS.,LTD.",14.31,3.84615385,0.53,Strong Buy,6710300,96024393,3674667296,18.05555556,0.7632,1377,Transportation
603232,"KOAL SOFTWARE CO.,LTD.",16.1,1.7699115,0.28,Strong Buy,4231121,68121048.10000001,3665842454,53.93794749,0.2933,730,Technology Services
002401,COSCO SHIPPING TEC,10.12,0.99800399,0.1,Strong Buy,2870378,29048225.36,3647812846,22.45126596,0.4506,853,Producer Manufacturing
300218,ANHUI ANLI MATERIA,17.309999,2.97442017,0.5,Strong Buy,3337400,57770390.6626,3647551602,27.62530649,0.6085,2660,Consumer Non-Durables
600353,"CHENGDU XUGUANG ELECTRONICS CO,.LTD",7.37,10,0.67,Strong Buy,81490697,600586436.89,3642923700,91.65526676,0.0731,1311,Producer Manufacturing
300425,CSCEC SCIMEE SCI&T,5.54,2.78293135,0.15,Strong Buy,19829877,109857518.58,3642070349,19.02576774,0.2833,1454,Industrial Services
300063,GUANGDONG SKY DRAG,4.94,0.40650407,0.02,Strong Buy,34634205,171092972.70000002,3639185982,28.92416226,0.1734,2023,Process Industries
600361,"BEIJINGHUALIAN HYPERMARKET CO.,LTD",5.75,5.69852941,0.31,Strong Buy,14553793,83684309.75,3621995136,,-0.2601,15068,Retail Trade
200570,CHANGCHAI CO,2.69,0.74906367,0.02,Strong Buy,142150,382383.5,3617094228.000001,10.49941015,0.21055017,2863,Producer Manufacturing
000529,GUANGDONG HOLDINGS,6.3,1.94174757,0.12,Strong Buy,6670786,42025951.8,3607823850,11.93050193,0.518,1743,Process Industries
300172,CEC ENVIRONMENTAL,5.47,2.81954887,0.15,Strong Buy,18872525,103232711.75,3600097433,22.96072508,0.2317,,Producer Manufacturing
688377,NANJING DEVELOP ADVANCED MANUFACTURING,18.610001,0.70346861,0.130001,Strong Buy,877853,16336845.207853,3597446208,95.25773196,0.194,742,Industrial Services
603600,UE FURNITURE,12.35,2.40464345,0.29,Strong Buy,4732148,58442027.8,3596509417,19.5493597,0.6169,8136,Producer Manufacturing
002728,TEYI PHARMACEUTICA,17.120001,5.61383131,0.910002,Strong Buy,23845612,408236901.285612,3592726061,27.98204557,0.5793,1228,Health Technology
605500,FOREST PACKAGING GROUP,18.049999,0.50111361,0.09,Strong Buy,1278876,23083710.521124,3591999817,12.26524551,1.4643,1751,Process Industries
002213,SHENZHEN DAWEI INN,18.049999,3.6760425,0.639999,Strong Buy,7227207,130451079.122793,3586459969,249.78479197,0.0697,218,Producer Manufacturing
603001,ZHEJIANG AOKANG SHOES,9.43,5.83613917,0.52,Strong Buy,14802597,139588489.71,3572731837,52.72189349,0.1698,4770,Consumer Non-Durables
900924,SHANG GONG GROUP,0.434,5.08474576,0.021,Strong Buy,2605817,1130924.578,3553020325,11.28415301,0.23600722,3390,Producer Manufacturing
600843,SHANG GONG GROUP,6.91,10.03184713,0.63,Strong Buy,9769846,67509635.86,3553020325,26.3312369,0.2385,3390,Producer Manufacturing
300214,SHANDONG RIKE CHEM,7.71,1.58102767,0.12,Strong Buy,3499700,26982687,3528610945,20.64182758,0.3677,971,Process Industries
300049,INNER MONGOLIA FUR,14.7,7.22100656,0.99,Strong Buy,16413418,241277244.6,3514351069,39.72761518,0.3494,508,Health Technology
000521,CHANGHONG MEILING,3.67,1.38121547,0.05,Strong Buy,28150429,103312074.43,3489239194,37.43536711,0.0967,14907,Consumer Durables
200521,CHANGHONG MEILING,2.39,0.84388186,0.02,Strong Buy,45960,109844.4,3489239194,20.60869565,0.09521537,14907,Consumer Durables
002751,SHENZHEN ESUN DISP,22.889999,-0.17444832,-0.040001,Strong Buy,14308270,327516285.99173,3489134595,73.3056266,0.3128,666,Commercial Services
600505,"SICHUAN XICHANG ELECTRIC POWER CO.,LTD",10.51,10.05235602,0.96,Strong Buy,18198200,191263082,3481619741,71.53558052,0.1335,867,Utilities
003011,ZHEJIANG WALRUS NE,34.169998,0.79644833,0.269996,Strong Buy,721513,24654097.766974,3480716642,29.56051796,1.1468,1433,Producer Manufacturing
600257,DAHU AQUACULTURE,7.35,1.94174757,0.14,Strong Buy,59090723,434316814.0499999,3469720105,184.87179487,0.039,1777,Process Industries
002654,SHENZHEN MASON TEC,4.24,1.92307692,0.08,Strong Buy,21462966,91002975.84,3468466142,43.97463002,0.0946,1948,Producer Manufacturing
300404,BOJI MEDICAL & TEC,13.83,4.37735849,0.58,Strong Buy,18636883,257748091.89,3463033554,106.76873489,0.1246,715,Health Technology
000888,EMEI SHAN TOURISM,6.6,0.456621,0.03,Strong Buy,12663445,83578737,3461819065,40.9856519,0.1603,2040,Consumer Services
002546,NANJING XINLIAN EL,4.2,1.20481928,0.05,Strong Buy,10931420,45911964,3461303729,19.30232558,0.215,927,Electronic Technology
600387,HY ENERGY GROUP,7.24,-1.89701897,-0.14,Strong Buy,8899800,64434552,3454906244,97.10526316,0.076,572,Utilities
300692,ANHUI ZHONGHUAN EN,8.59,5.39877301,0.44,Strong Buy,28389012,243861613.08,3453565820,16.52473642,0.4932,825,Industrial Services
600865,"BAIDA GROUP CO.,LTD",9.31,1.52671756,0.14,Strong Buy,4143811,38578880.41000001,3450123817,12.89370079,0.7112,161,Retail Trade
200530,BINGSHAN REFRIGERA,1.8,3.44827586,0.06,Strong Buy,1610432,2898777.6,3442326333.0000005,,-0.02939257,2487,Producer Manufacturing
000530,BINGSHAN REFRIGERA,5.67,10.09708738,0.52,Strong Buy,84231898,477594861.66,3442326333,,-0.0291,2487,Producer Manufacturing
002105,HL CORP.(SHENZHEN),9.99,5.82627119,0.55,Strong Buy,18679731,186610512.69,3440869476,13.48764109,0.6999,3496,Health Technology
002613,LUOYANG NORTH GLAS,3.68,1.37741047,0.05,Strong Buy,19004506,69936582.08,3401927145,177.94117647,0.0204,2064,Process Industries
603585,"SULI CO.,LTD.",19.18,1.91285866,0.36,Strong Buy,1729498,33171771.64,3387599945,18.40946884,1.0223,1088,Process Industries
300859,WESTERN REGIONS TO,22.6,3.86029412,0.84,Strong Buy,1858820,42009332,3372800035,84.27575523,0.2582,515,Commercial Services
002663,PUBANG LANDSCAPE,1.91,2.13903743,0.04,Strong Buy,18860287,36023148.17,3358315021,,-0.1596,1832,Industrial Services
002380,NANJING SCIYON WIS,14.59,2.17086835,0.31,Strong Buy,6030247,87981303.73,3355667893,39.95523223,0.3574,1542,Electronic Technology
603660,"SUZHOU KEDA TECHNOLOGY CO.,LTD",6.89,0.58394161,0.04,Strong Buy,5008581,34509123.09,3335315919,40.48463357,0.1692,5027,Consumer Durables
300971,XIANGYANG BOYA PRE,39.950001,0.85836908,0.34,Strong Buy,823714,32907375.123714,3327240051,,,,Producer Manufacturing
000068,SHENZHEN HUAKONG S,3.46,4.84848485,0.16,Strong Buy,45954620,159002985.2,3322015931,,-0.1328,482,Electronic Technology
600345,"WUHAN YANGTZE COMMUNICATION INDUSTRY GROUP CO.,LTD",16.690001,0.36080579,0.060002,Strong Buy,1917300,31999738.9173,3292739834,34.50923221,0.4819,169,Electronic Technology
000779,GANSU ENGINEERING,8.92,0,0,Strong Buy,1823988,16269972.96,3289539122,10.89532185,0.8404,4236,Process Industries
002168,SHENZHEN HIFUTURE,4.29,2.38663484,0.1,Strong Buy,37648489,161512017.81,3285644654,,-1.4324,639,Technology Services
605033,SHAANXI MEIBANG PHARMACEUTICAL GROUP,26.709999,10.00822858,2.429998,Strong Buy,16932211,452259338.877789,3282656019,,,703,Process Industries
002330,SHANDONG DELISI FO,6.57,1.23266564,0.08,Strong Buy,6099064,40070850.48000001,3272864619,75.37746806,0.0863,1884,Consumer Non-Durables
603648,SHANGHAI SHINE-LINK INTERNATIONAL LOGISTICS,8.87,0,0,Strong Buy,1534300,13609241,3270073472,23.84408602,0.372,1580,Transportation
002593,XIAMEN SUNRISE GP,4.09,0.49140049,0.02,Strong Buy,6438796,26334675.64,3266588249,25.85768742,0.1574,3701,Non-Energy Minerals
300004,NANFANG VENTILATOR,6.87,1.92878338,0.13,Strong Buy,9130509,62726596.83,3235156696,740.65934066,0.0091,991,Producer Manufacturing
000404,CHANGHONG HUAYI CO,4.69,1.07758621,0.05,Strong Buy,12767227,59878294.63,3229420932,23.66139725,0.1961,7788,Producer Manufacturing
000409,YUNDING TECHNOLOGY,6.65,5.38827258,0.34,Strong Buy,32750822,217792966.3,3223975542,55.7913351,0.1131,381,Non-Energy Minerals
603933,"FUJIAN RAYNEN TECHNOLOGY CO.,LTD",15.18,-0.13157895,-0.02,Strong Buy,3412917,51808080.06,3205105367,32.82937365,0.463,646,Producer Manufacturing
600558,"ATLANTIC CHINA WELDING CONSUMABLES,INC.",3.69,3.36134454,0.12,Strong Buy,29725727,109687932.63,3204449067,24.91277041,0.1433,1993,Producer Manufacturing
300519,ZHEJIANG XINGUANG,20.190001,1.45729146,0.290001,Strong Buy,16975484,342735038.935484,3183999939,28.49778032,0.6983,321,Health Technology
603843,ZHENGPING ROAD & BRIDGE CONSTRUCTION,4.66,2.86975717,0.13,Strong Buy,10865926,50635215.16,3169293045,21.86293436,0.2072,1586,Industrial Services
002742,CHONGQING SANSHEN,7.38,1.2345679,0.09,Strong Buy,15899454,117337970.52,3149279984,,-0.0401,3085,Process Industries
603999,"DUZHE PUBLISHING&MEDIA CO.,LTD.",5.48,0.36630037,0.02,Strong Buy,6493706,35585508.88000001,3144960022,38.64118896,0.1413,480,Consumer Services
600613,SHANGHAI SHENQI PHARMACEUTICAL INVESTMENT MANAGEMENT,6.42,4.90196078,0.3,Strong Buy,29178146,187323697.32,3140819416,,-0.2644,1301,Technology Services
900904,SHANGHAI SHENQI PHARMACEUTICAL INVESTMENT MANAGEMENT,0.616,3.7037037,0.022,Strong Buy,1114620,686605.92,3140819416,,-0.25470725,1301,Technology Services
603188,"JIANGSU YABANG DYESTUFF CO.,LTD.",5.59,1.82149362,0.1,Strong Buy,4540172,25379561.48,3130233076,,-0.8602,3243,Process Industries
300249,YIMIKANG TECH GROU,7.21,0.83916084,0.06,Strong Buy,11619697,83778015.37,3127912078,,-0.1594,1200,Producer Manufacturing
603506,NACITY PROPERTY SERVICE GROUP,16.84,1.44578313,0.24,Strong Buy,2446998,41207446.32,3117111323,18.57030988,0.8939,9086,Finance
600359,"XINJIANG TALIMU AGRICULTURE DEVELOPMENT CO.,LTD.",8.37,2.57352941,0.21,Strong Buy,15520600,129907421.99999999,3113144781,40.03925417,0.2038,541,Process Industries
300389,SHENZHEN ABSEN OPT,10.33,4.13306452,0.41,Strong Buy,9731508,100526477.64,3110605112,,-0.4274,2071,Electronic Technology
600101,"SICHUAN MINGXING ELECTRIC POWER CO.,LTD",7.72,5.17711172,0.38,Strong Buy,66632070,514399580.4,3093315922,33.06306306,0.222,1699,Utilities
002365,QIANJIANG YONGAN P,10.61,0.95147479,0.1,Strong Buy,7872750,83529877.5,3092909155,42.17495987,0.2492,951,Process Industries
002743,ANHUI FUHUANG STEE,7.16,0.84507042,0.06,Strong Buy,13702862,98112491.92,3090406047,19.09628833,0.3718,2438,Producer Manufacturing
300279,WUXI HODGEN TECHNO,7.35,4.7008547,0.33,Strong Buy,22120283,162584080.04999998,3080277787,253.42960289,0.0277,1728,Electronic Technology
002412,HUNAN HANSEN PHARM,6.35,4.09836066,0.25,Strong Buy,25556364,162282911.39999998,3069520026,22.76119403,0.268,1512,Health Technology
600080,GINWA ENTERPRISE(GROUP) INC.,8.53,5.83126551,0.47,Strong Buy,27676957,236084443.20999995,3008558728,115.97122302,0.0695,676,Health Technology
002148,BEIJING BEWINNER C,5.39,-0.55350554,-0.03,Strong Buy,16927054,91236821.05999997,3007836717,57.78251599,0.0938,247,Technology Services
002561,SHANGHAI XUJIAHUI,7.23,0.13850416,0.01,Strong Buy,1365200,9870396,3001808776,37.62376238,0.1919,876,Retail Trade
603966,"EUROCRANE (CHINA) CO.,LTD.",10.28,2.28855721,0.23,Strong Buy,4845304,49809725.12,3001443230,15.95998094,0.6456,1195,Producer Manufacturing
002788,LUYAN PHARMA CO LT,7.81,1.29701686,0.1,Strong Buy,7953042,62113258.02,2995464189,10.56598602,0.7297,5163,Retail Trade
002040,NANJING PORT CO LT,6.18,0.32467532,0.02,Strong Buy,3462125,21395932.5,2981235207,19.80070717,0.3111,1058,Transportation
600684,GUANGZHOU PEARL RIVER DEVELOPMENT GROUP,3.56,2.00573066,0.07,Strong Buy,11272323,40129469.88000001,2978578041,,-0.3831,1057,Finance
002780,BEIJING SANFO OUTD,19.799999,4.87288161,0.92,Strong Buy,7346857,145467761.253143,2975251464,,-0.4909,750,Consumer Non-Durables
603017,"ARTS GROUP CO., LTD",10.6,0.47393365,0.05,Strong Buy,4193300,44448980,2938330238,17.56284335,0.6007,3561,Industrial Services
002873,GUIYANG XINTIAN PH,20.200001,10.02178595,1.84,Strong Buy,9970683,201407806.570683,2930070189,31.02923948,0.6376,1054,Health Technology
603778,BEIJING QIANJING LANDSCAPE,4.66,1.96936543,0.09,Strong Buy,7746372,36098093.52000001,2926496566,,-0.2038,193,Industrial Services
002087,HENAN XINYE TEXTIL,3.6,0.84033613,0.03,Strong Buy,13265754,47756714.4,2915955638,22.06427689,0.1618,8948,Process Industries
300195,MASTERWORK GROUP C,7.16,1.1299435,0.08,Strong Buy,11204903,80227105.48,2915411867,,-0.1527,1599,Producer Manufacturing
300984,ZHEJIANG JW PRECIS,61.650002,1.93452712,1.170002,Strong Buy,820900,50608486.6418,2903039978,42.24938875,1.4315,813,Producer Manufacturing
300245,SHANGHAI DRAGONNET,9.22,-0.32432432,-0.03,Strong Buy,3427830,31604592.6,2899481773,81.42605634,0.1136,756,Technology Services
002566,JILIN JIAN YISHENG,9.04,3.19634703,0.28,Strong Buy,12578190,113706837.6,2899136351,31.81983291,0.2753,1744,Health Technology
300419,BEIJING INTERACT T,7.8,0,0,Strong Buy,12304400,95974320,2868479349,238.53211009,0.0327,331,Commercial Services
603099,CHANGBAI SHAN TOURISM COMPANY LIMITED,10.96,1.95348837,0.21,Strong Buy,8370600,91741776,2866702644,,-0.1605,1025,Consumer Services
300818,NAIPU MINING MACHI,49.400002,19.99029487,8.230004,Strong Buy,2770000,136838005.54,2845645258,26.31511537,1.5645,503,Producer Manufacturing
000701,XIAMEN XINDE CO,5.41,0.18518519,0.01,Strong Buy,2130988,11528645.08,2844495204,,-0.3754,5354,Transportation
002712,SIMEI MEDIA CO LTD,5.04,-2.89017341,-0.15,Strong Buy,34675570,174764872.8,2824793427,,-2.1183,775,Commercial Services
000677,CHTC HELON CO LTD,3.28,0.61349693,0.02,Strong Buy,11460237,37589577.36,2816568162,47.45269287,0.0687,,Process Industries
002343,CIWEN MEDIA CO LTD,5.79,-2.3608769,-0.14,Strong Buy,37459923,216892954.17,2816451500,,-0.6849,216,Process Industries
603706,"XINJIANG EAST UNIVERSE (GROUP) GAS CO., LTD",14.79,0,0,Strong Buy,903700,13365723,2800970436,22.3245283,0.6625,874,Utilities
002447,DALIAN MORNINGSTAR,1.98,1.02040816,0.02,Strong Buy,14409814,28531431.72,2797298321,,-0.0558,94,Electronic Technology
002388,SHENZHEN SUNYES EL,5.63,1.07719928,0.06,Strong Buy,7217500,40634525,2796274373,37.33243968,0.1492,780,Electronic Technology
600444,SINOMACH GENERAL MACHINERY SCIENCE & TECHNOLOGY,20.9,10,1.9,Strong Buy,28070779,586679281.0999999,2782016785,85.12544803,0.2232,439,Producer Manufacturing
603817,"FUJIAN HAIXIA ENVIRONMENTAL PROTECTION GROUP CO.,LTD.",6.23,0.97244733,0.06,Strong Buy,3260600,20313538,2777534142,21.05083589,0.296,838,Industrial Services
002457,NINGXIA QINGLONG P,8.37,0.96501809,0.08,Strong Buy,6164200,51594353.99999999,2777083704,12.72838938,0.6513,2125,Producer Manufacturing
301073,ZHEJIANG SSAW BOUT,34.32,0.43898744,0.150002,Strong Buy,806646,27684090.72,2752051684,48.22184307,0.7086,629,Consumer Services
603879,"YONGYUE SCIENCE&TECHNOLOGY CO.,LTD",7.95,3.24675325,0.25,Strong Buy,6890634,54780540.3,2748199441,177.41935484,0.0434,153,Process Industries
002942,ZHEJIANG XINNONG C,18.02,2.7365962,0.479999,Strong Buy,2167163,39052277.26,2736240143,21.45041091,0.8177,1287,Process Industries
600513,JIANGSU LIANHUAN PHARMACEUTICAL,9.66,0.83507307,0.08,Strong Buy,8128285,78519233.1,2734671029,24.97393118,0.3836,1319,Health Technology
300108,JI YAO HOLDING GRO,4.33,3.83693046,0.16,Strong Buy,100652459,435825147.47,2734121736,,-0.7433,1338,Process Industries
603311,"ZHEJIANG GOLDENSEA HI-TECH CO., LTD",14.3,10,1.3,Strong Buy,22495144,321680559.2,2730000000,30.05085529,0.4326,1311,Producer Manufacturing
600097,"SHANGHAI KAICHUANG MARINE INTERNATIONAL CO.,LTD.",11.52,2.12765957,0.24,Strong Buy,4629994,53337530.88,2717764436,11.15947764,1.0108,1161,Producer Manufacturing
600113,"ZHE JIANG DONG RI CO., LTD",6.7,1.51515152,0.1,Strong Buy,5675161,38023578.70000001,2715445566,95.65217391,0.069,805,Producer Manufacturing
688555,"ESSENCE INFORMATION TECHNOLOGY CO.,LTD.",36.290001,11.42155665,3.720001,Strong Buy,5509362,199934752.48936197,2706892695,39.8800049,0.8167,222,Technology Services
000705,Z/ZHENYUAN SHARE C,8.88,10.03717472,0.81,Strong Buy,24465565,217254217.2,2696374857,35.20942408,0.2292,1938,Health Technology
002103,GUANGBO GROUP STOC,4.92,-1.99203187,-0.1,Strong Buy,41583522,204590928.24,2682050195,,-0.4132,2595,Producer Manufacturing
002296,HENAN SPLENDOR SCI,7.52,1.62162162,0.12,Strong Buy,6941924,52203268.48,2655030967,23.61953399,0.3144,835,Electronic Technology
300407,TIANJIN KEYVIA ELE,8.99,3.81062356,0.33,Strong Buy,7805504,70171480.96000001,2642134557,29.83120909,0.2903,1470,Producer Manufacturing
600265,"YUNNAN JINGGU FORESTRY CO.,LTD",21.370001,5.01228993,1.020001,Strong Buy,126900,2711853.1269,2641430112,,-0.1338,345,Non-Energy Minerals
002903,YUHUAN CNC MACHINE,17.93,2.51572327,0.44,Strong Buy,5753509,103160416.37,2623499966,40.96978215,0.4281,395,Producer Manufacturing
000952,HUBEI GUANGJI PHAR,7.83,1.68831169,0.13,Strong Buy,7882173,61717414.59,2621124770,26.17267165,0.2942,1302,Health Technology
002306,CLOUD LIVE TECHNOL,3.3,3.77358491,0.12,Strong Buy,16758715,55303759.5,2604380266,392.59259259,0.0081,671,Finance
300135,JIANGSU BAOLI INTE,2.84,0.70921986,0.02,Strong Buy,16061500,45614660,2598911870,,-0.0092,401,Non-Energy Minerals
002864,SHAANXI PANLONG PH,31.33,3.33113456,1.01,Strong Buy,4445258,139269933.14,2593818467,30.16315161,1.0052,859,Health Technology
603086,"SHANDONG CYNDA CHEMICAL CO.,LTD.",12.39,5.98802395,0.7,Strong Buy,11365109,140813700.51000002,2566188758,18.71897518,0.6245,1526,Process Industries
601086,GANSU GUOFANG INDUSTRY & TRADE GROUP LIMITED BY SHARE LTD.,3.96,2.85714286,0.11,Strong Buy,4833100,19139076,2564099936,20.86720867,0.1973,1071,Distribution Services
600838,"SHANGHAI JOIN BUY CO.,LTD.",6.55,2.98742138,0.19,Strong Buy,6369267,41718698.85,2549609306,26.29185614,0.2419,192,Retail Trade
300262,SHANGHAII SAFBON W,3.83,1.05540897,0.04,Strong Buy,9922359,38002634.97,2538417014,,-0.8378,692,Utilities
600767,"WINSAN(CHENGDU) MEDICAL SCIENCE AND TECHNOLOGY CO.,LTD",7.54,1.61725067,0.12,Strong Buy,6186932,46649467.28,2530295657,304.09836066,0.0244,46,Finance
000716,NANFANG BLACK SESA,3.42,0.88495575,0.03,Strong Buy,14024436,47963571.12,2522158452,52.31481481,0.0648,2170,Consumer Non-Durables
002731,SHENYANG CUIHUA GO,10.74,10.04098361,0.98,Strong Buy,20148241,216392108.34,2500082676,63.21243523,0.1544,661,Consumer Durables
002066,RUITAI MATERIALS T,11.08,2.9739777,0.32,Strong Buy,7544919,83597702.52,2485560053,48.53405503,0.2217,2862,Process Industries
688226,WETOWN ELECTRIC GROUP,15.89,-0.25109856,-0.04,Strong Buy,2107282,33484710.98,2485080048,,,1016,Producer Manufacturing
000637,MAOMING PETRO-CHEM,4.83,1.0460251,0.05,Strong Buy,19316953,93300882.99,2485004112,77.85016287,0.0614,684,Process Industries
002337,TIANJIN SAIXIANG,4.4,2.80373832,0.12,Strong Buy,18084405,79571382,2484114577,,-0.0176,915,Producer Manufacturing
000419,C/TONGCHENG HOLD C,4.58,0.43859649,0.02,Strong Buy,2492298,11414724.84,2478736815,17.80554471,0.2561,1773,Retail Trade
002347,TAIER HEAVY INDUST,5.09,4.08997955,0.2,Strong Buy,53906763,274385423.67,2467994035,63.75488918,0.0767,1028,Producer Manufacturing
603117,JIANGSU WANLIN MODERN LOGISTICS CO,3.98,2.57731959,0.1,Strong Buy,14885835,59245623.3,2456600617,51.94109772,0.0747,598,Transportation
300528,OMNIJOI MEDIA CORP,6.56,0.3058104,0.02,Strong Buy,7359880,48280812.8,2436856716,,-0.608,1431,Consumer Services
002694,GOODY SCIENCE AND,4.48,10.07371007,0.41,Strong Buy,26124080,117035878.4,2430591235,,-0.4794,1903,Producer Manufacturing
000005,SHN FOUNTAIN CORP,2.3,0.43668122,0.01,Strong Buy,9534527,21929412.1,2424049381,,,629,Finance
600122,"JIANGSU HONGTU HIGH TECHNOLOGY CO.,LTD.",2.17,4.83091787,0.1,Strong Buy,31517443,68392851.31,2397594605,,-1.7919,780,Electronic Technology
603199,ANHUI JIUHUASHAN TOURISM DEVELOPMENT,21.719999,0.64874421,0.139999,Strong Buy,619590,13457494.18041,2388474398,25.828845,0.8355,1529,Transportation
002370,ZHEJIANG YATAI PHA,4.48,0.9009009,0.04,Strong Buy,17207349,77088923.52000001,2382566251,60.90534979,0.0729,685,Retail Trade
002486,SHANGHAI CHALLENGE,2.99,5.65371025,0.16,Strong Buy,106821923,319397549.77000004,2354559937,,-0.0189,1526,Process Industries
600463,"BEIJING AIRPORT HIGH-TECH PARK CO.,LTD.",8.11,3.97435897,0.31,Strong Buy,16754918,135882384.98,2340000057,45.77464789,0.1704,653,Finance
600769,"WUHAN XIANGLONG POWER INDUSTRY CO,LTD.",6.28,1.29032258,0.08,Strong Buy,6840521,42958471.88000001,2324858779,331.55080214,0.0187,68,Utilities
600630,SHANGHAI DRAGON CORPORATION,5.6,2.37659963,0.13,Strong Buy,7565841,42368709.6,2323992878,,-0.3586,2057,Consumer Non-Durables
000590,TUS- PHARMACEUTICA,9.88,2.38341969,0.23,Strong Buy,10930709,107995404.92,2310897642,54.42752397,0.1773,1256,Health Technology
002771,BEIJING TRANSTRUE,10.99,0.09107468,0.01,Strong Buy,1176310,12927646.9,2303209712,347.46835443,0.0316,422,Electronic Technology
603903,CSD WATER SERVICE,11.3,0.89285714,0.1,Strong Buy,1603799,18122928.7,2265802037,14.91940855,0.7507,1276,Utilities
300089,THE GREAT WALL OF,4.95,5.0955414,0.24,Strong Buy,4346282,21514095.9,2265777946,,-0.4588,548,Producer Manufacturing
000593,SICHUAN DATONG GAS,6.41,1.90779014,0.12,Strong Buy,21700170,139098089.70000002,2255789052,41.43610013,0.1518,1073,Utilities
002069,ZONECO GROUP CO LT,3.29,4.44444444,0.14,Strong Buy,22802299,75019563.71,2240003443,,-0.0544,1902,Process Industries
688118,"PRIMETON INFORMATION TECHNOLOGIES, INC.",24.42,1.62296706,0.389999,Strong Buy,534239,13046116.38,2238013815,52.81318901,0.455,1197,Technology Services
